"lic_wml","lic_name","lic_site","lic_epr","pas_permit","lic_othid"
53662,"The Director Dept Of Transport North West Construction Programme Division","Higher Blackley","BP3496CZ",,"00828/M02"
53693,"Marshalls Mono Ltd","Fletcher Bank Quarry Landfill","MP3596CS",,"00285/M03/T01"
53702,"United Utilities Water Limited","Piethorne Wastewater Treatment Works Landfill","UP3096CP",,"01082/M01"
53704,"U K Waste Management Ltd","Bromborough Dock South Inert Landfill","UP3596CH",,30359
53710,"British Salt Ltd","British Salt Ltd","UP3796CN",,"60334A/M03/T01"
53712,"The Coal Authority","Garnet Fold Landfill Site","XP3096CL",,"00548/M01"
53719,"Manchester Ship Canal Co Ltd","Frodsham Marsh Lagoons","XP3196CU",,61754
53720,"Harwood Quarry Co Ltd","Harwood Quarry","XP3796CW",,"00122/M08"
53728,"Wimpey Construction U K Ltd","Ashfield Valley Inert Landfill Site","GP3296CN",,1028
53737,"Brock Plc","Holcroft Hall Quarry Landfill Site","KP3496CJ",,"61672/M01"
53739,"Shore                    J","Street Lane Farm Landfill Site","KP3696CS",,"61550/M01"
53745,"Lancashire County Council","Duckworth Clough Landfill Site","TP3596CT",,20428
53749,"Alfred McAlpine Construction Ltd","A M E C Landfill Site South","TP3696CF",,"61744A"
53751,"British Waterways Board","Mersey Canal Lagoon","TP3796CZ",,61739
53755,"Brock Plc","Hooton Brickworks Landfill Site","HP3596CY",,"60484B"
53761,"Tameside M B C","Tameside M B C Inert Landfill Site","HP3196CZ",,915
53762,"British Waterways","Shropshire Canal Landfill Site","HP3796CB",,61736
53765,"Tarmac Construction","Tarmac Construction Landfill Site","FP3996CL",,61729
53770,"J. Barrie Plant Hire Ltd.","Hough Mill Quarry South Landfill Site","FP3696CY",,"61702/T01/M01"
53771,"British Waterways Board","Acton Bridge Dredging Tip","FP3196CF",,61663
53779,"New Soils Reclamation Ltd","Longson Street Disused Reservoir Landfill","CP3496CN",,847
53782,"Brock Plc","Handforth Road Landfill Site","CP3196CK",,61706
53788,"Mr Reginald Barrow","Endon Quarry","ZP3896CY",,"60388/M01"
53801,"Linkwaste U K Ltd","Pepper Street Landfill","NP3896CT",,90489
53802,"Northwich Resource Management Ltd","Griffiths Road Limebeds","NP3496CB",,"60540M/M01"
53836,"Jones                    L","Norbury House Farm Landfill Site","WP3296CX",,792
53842,"British Waterways","Golden Nook Dredging Landfill Site","AP3096CM",,61640
53877,"Buckley                  J","Chulsey Gate Landfill Site","YP3596CN",,602
53878,"Moore                    P","Higher Hills Farm Inert Landfill","YP3896CD",,628
53888,"Northwich Resources Management Ltd","Wallerscote Limebeds","JP3596CQ",,"60536A/M02"
53889,"T O B Contractors Ltd","Medlock Vale Farm Inert Landfill Site","JP3896CU",,612
53894,"Spooner Vicars Ltd","Spooner Vicars Landfill Site","JP3196CE",,30040
53902,"Northern Land Agricultural Improvements Ltd","Northern Land Agricultural Improvements Landfill Site","QP3296CP",,60828
53907,"Annaban Limited","Moreton Landfill","PP3091CT",,"30027A/M02/T01"
53916,"United Utilities Water Limited","Crompton Effluent Treatment Works","PP3791CQ",,"00206/M04"
53919,"P J Collier Ltd","Carrington Road Brickworks Landfill Site","BP3991CZ",,"00232/M03"
53920,"Co Ltd","New Hey Works Landfill Site","BP3591CU",,"00003/M04"
53928,"Fenton                   M.","Birchenley Farm Landfill Site","SP3391CA",,"00332/M02"
53931,"P J Collier Ltd","Landfill Site East Of Towngate Farm","SP3991CX",,"00383/M02/T01"
53933,"Sons Ltd","Brown Edge Farm Landfill Site","SP3891CM",,"00120/M05"
53940,"Laycock                  James","Tong Farm Landfill Site","SP3191CN",,20300
53941,"Hopwood                  R","Greenhollins Farm Inert Landfill Site","SP3791CS",,578
53950,"J Ennis Construction Co Ltd","Allwood House Farm","LP3191CG",,510
53951,"Rochdale M B C","Fieldhouse Road Landfill Site","LP3791CR",,523
53952,"Collier Industrial Waste Ltd","Moss Hall Farm Landfill Site","MP3391CC",,"60301B"
53956,"United Utilities Water Limited","Oldham Wastewater Treatment Works Landfill Site","MP3891CJ",,"00263/M04"
53961,"Collier Industrial Waste Ltd","Fir Tree Farm Landfill Site","MP3791CD",,"B"
53978,"Polymers Ltd","West Clifton Marsh Lagoon","XP3291CY",,60549
53982,"United Utilities Water Limited","Bromborough Inert Landfill","XP3791CG",,"30085/M03"
53987,"Collier Industrial Waste Ltd","Moss Side Lane Brickworks","GP3591CH",,60835
53988,"Massey                   W L","Bongs Farm Landfill Site","GP3891CV",,"00215/M06"
53989,"Biddulph Sands Ltd","Biddulph Sands Landfill Site","GP3491CK",,90256
53990,"Barrie                   J","Hough Mill Quarry North Landfill Site","GP3291CM",,60492
53994,"Rossendale Borough Council","Top O'slate Quarry Landfill","GP3791CN",,"20060/MO1"
53995,"P Casey Enviro Ltd","Horncliffe Quarry Landfill","KP3391CH",,"20308/M08"
53996,"Inovyn Enterprises Ltd","Holford Brinefields","KP3091CM",,"60357/T02/M01"
53997,"Urban Springside Ltd","Springside Mills Landfill Site","CB3508TP",,20140
53999,"Inovyn Chlorvinyls Limited","Frodsham Marsh Lagoon","KP3591CN",,"60531/T01/M02"
54003,"Multi-projects ( N W) Ltd","North Quarry","KP3291CK",,30
54005,"William Blythe Ltd","William Blythe Ltd ( Hapton )","KP3191CX",,39
54006,"Hillhouse Remediation Ltd","Hillhouse Landfill Site","KP3791CA",,43
54007,"Blackburn Mill Ltd","Star Paper Mill","YP3697ED",,56
54008,"Infinis ( Re - Gen ) Limited","Goosehouse Quarry","TP3091CZ",,62
54010,"Quercia Ltd","Clayton Hall Sand Quarry L F S","TP3591CQ",,74
54011,"United Utilities Water Limited","Chapel Hill Quarry","TP3891CU",,79
54012,"Surfforce Ltd","Dalton Quarry","TP3491CY",,84
54013,"Inglenorth Limited","Round ' O ' Quarry","BB3607KN",,91
54014,"Castle Cement Ltd","Coplow Quarry","TP3691CB",,131
54016,"Lancashire County Council","Grange Farm","TP3791CL",,148
54017,"Appley Bridge Biomass To Energy Ltd","Parbold Quarries Landfill Site","AB3300GZ",,149
54020,"Stressline Ltd","Lundsfield Quarry","HP3591CF",,174
54021,"Henry Alty Limited","Alty's Landfill Site","HP3891CW",,182
54022,"Blackburn With Darwen Borough Council","Whitebirk L F S","HP3491CT",,200
54024,"Clive Hurt Plant Hire Ltd","Gorse Quarry ( Clive Hurt Plant Hire )","HP3691CZ",,215
54025,"J A Jackson Contractors ( Preston ) Ltd","Lightfoot Green Farm","HP3191CL",,217
54026,"Biffin Limited","I C I Mine Subsidence","DB3338AU",,228
54029,"J A Jackson Contractors ( Preston ) Ltd","Ellel Crag Quarry","FP3991CW",,252
54034,"William Pye Limited","Lords Delph Quarry","FP3291CL",,294
54040,"S Ashburn Esq","Castle House Farm Sand Quarry","CP3991CN",,314
54048,"Edmund Proctor Ltd","Bent Hall Farm L F S","ZP3391CB",,339
54049,"Lancashire County Council","Midgeland Farm","ZP3091CR",,342
54058,"Surfforce Ltd","Holland Colliery","NP3391CZ",,374
54059,"Liverpool Roman Catholic Archdiocesan Trustees","Rough Park Quarry","NP3091CG",,376
54063,"Kingscourt Development","Kingscourt Development","NP3891CQ",,386
54067,"William Pye Ltd","Penwortham Golf Club Ltd","NP3191CT",,395
54074,"John Clark","Bartles Lane","EP3491CX",,425
54085,"Leverhulme Estate","Marlpit Wood","VP3291CR",,450
54089,"Alan Wareing","Church Car Dismantlers","WP3391CJ",,457
54096,"Suez Recycling And Recovery Lancashire Ltd","Jameson Road Landfill Site Phase 1","AP3095LF",,473
54097,"Suez Recycling And Recovery Lancashire Ltd","Clifton Marsh Landfill Site - Phase 1-3","WP3691CM",,474
54098,"Suez Recycling And Recovery Lancashire Ltd","Ulnes Walton L F S, Phase 1","WP3191CA",,475
54100,"Suez Recycling And Recovery Lancashire Ltd","Cotestones L F S","AP3391CP",,477
54101,"Suez Recycling And Recovery Lancashire Ltd","Much Hoole L F S","AP3091CA",,478
54102,"Suez Recycling And Recovery Lancashire Ltd","Henthorn Road Landfill Site","AP3095SA",,479
54103,"Lancashire County Council","Rowley Landfill Site","AP3097LE",,480
54105,"Suez Recycling And Recovery Lancashire Ltd","Salt Ayre Landfill Site","AP3193LT",,483
54131,"Hardrock Ltd","Stoney Brow Quarry","DP3291CB",,515
54135,"William Blythe Ltd","William Blythe Ltd ( Church )","YP3391CP",,521
54155,"Baxter Construction Ltd","Moss Side Landfill Site","JP3791CW",,560
54162,"Hyndburn Borough Council","Moorfield Industrial Estate","QP3291CN",,572
54169,"Cumbrian Industrials Ltd","Cropper Road L F S","PP3997CE",,581
54214,"David Graham       County Contracting","Crag House Quarry","MP3297CJ",,"N00254"
54218,"L E M   Makerfield Mining Ltd","Ince Moss Tip","UP3397CK",,"S00026/M03"
54219,"J Ltd","Seddons","UP3097CS",,"S0030/M06"
54220,"Standish Tip","Standish Tip","UP3997CD",,"S00034/M07"
54222,"Monier Redland Ltd","Redland Roof Tiles","UP3897CA",,"S00131/M02"
54223,"Sheldon Contractors Limited","Stars Brow Landfill Site","UP3497CH",,"S00233/M03/T01"
54225,"Landfill Management Ltd","Cemetary Road L F S","UP3697CN",,"S00549/M03"
54231,"Landfill Management Limited","Kirkless Landfill Site","XP3597CE",,"S00826/M01"
54257,"Knowsley Metropolitan Borough Council","Marl Road/wood Ward Road Inert Landfill","KP3197CA",,"S30372"
54276,"Biffa Waste Services Ltd","Withnell Quarry","HP3297CW",,"C/00006"
54280,"Suez Recycling And Recovery Lancashire Ltd","Ulnes Walton L F S, Phase 2","FP3397CW",,"C/00010"
54304,"Lancashire County Council","Rowley Landfill Site Extension","AP3097SJ",,"C/00038"
54335,"Baldwin Stuart","Landgate Farm","EP3797CP",,54335
54488,"Inglenorth Ltd","Round ' O ' Quarry","LP3893ZP",,"UP3734SD"
54489,"Novera Energy Generation No 2 Ltd","Ulnes Walton Generation Plant","LP3493ZV",,54489
54500,"Landfill Management Ltd","Kirkless Landfill Gas Utilisation","MP3293ZZ",,54500
57002,"F C C Recycling ( U K ) Limited","Lillyhall Landfill Stage 1","UP3793ZG",,2
57025,"W R G Environmental Ltd","Bennet Bank Landfill 25","XP3993ZN",,25
57028,"Whitehaven Developments Ltd","Hutbank Landfill","GB3732RY",,28
57037,"Mackay Plant Hire","Hotchberry Quarry","XP3893ZC",,37
57054,"Saint Gobain Construction Products U K Limited","Kirkby Thore Gypsum Works","DP3097EF",,54
57055,"Sellafield Ltd","Windscale Landfill North","XP3293ZP",,55
57056,"Sellafield Ltd","Windscale Landfill South","XP3693ZK",,56
57071,"Harrison                 D A","Aldoth","XP3793ZH",,71
57074,"Peter Greggains Limited (t/a Thomas Armstrong (aggregates) Ltd)","Overby Sand Quarry","GP3093ZL",,74
57079,"Sellafild Ltd","Calder Tip","GP3993ZY",,79
57082,"Co Ltd","Cummersdale","GP3593ZZ",,82
57084,"Co Ltd","Burneside Paper Mills","GP3893ZR",,84
57092,"W R G Environmental Ltd","Walney Road","GP3493ZF",,92
57099,"F C C Recycling ( U K ) Limited","Lillyhall Landfill Stage 2","BP3094LH",,99
57128,"British Nuclear Fuels Ltd","Calder Tip Extension","GP3193ZU",,128
57131,"3 C Waste Ltd","Kendal Fell Quarry Phase 1a","GP3793ZW",,131
57132,"3 C Waste Ltd","Kendal Fell Quarry Phase 2","KP3393ZZ",,132
57146,"W R G Environmental Ltd","Todhills","KP3493ZE",,146
57159,"W Wilson","Docker Fell Landfill","TP3393ZJ",,159
57181,"Whitehaven Developments Ltd","Ufex Landfill","GB3733AX",,181
57189,"United Utilities Water Limited","Willowholme Wwtw  Landfill","HP3393ZH",,189
57211,"Cumbria Waste Management Ltd","Distington Landfill","HP3693ZV",,211
57212,"Cumbria Waste Management Ltd","Hespin Wood","HP3193ZX",,212
57213,"Cumbria Waste Management Ltd","South Walney Landfill","HP3793ZA",,213
57216,"A M Lawson","Whinbank Farm","FP3093ZS",,216
57221,"Tinkler                  W A","W A Tinkler","FP3493ZH",,221
57224,"Brown                    Ian Thomas","Ian Brown","FP3293ZX",,224
57231,"Hindle                   C","Old Chapel Works","CP3393ZU",,231
57236,"Priory Building","Black Bull Farm","CP3993ZW",,236
57251,"Cumbria County Council","Shore Road Drigg","ZP3593ZK",,251
57253,"Cumbria County Council","Jacktrees Road","ZP3493ZX",,253
57255,"Cumbria County Council","Plumpton Quarry","ZP3293ZS",,255
57256,"Cumbria County Council","Brocklebank Quarry","ZP3693ZH",,256
57257,"Cumbria County Council","Fairthorns Inert Landfill Site","ZP3193ZP",,257
57260,"Cumbria County Council","Broughton Craggs Phase 1","NP3093ZH",,260
57268,"Hindle                   C","Longlands","NP3493ZA",,268
57275,"Cumbria County Council","Broughton Craggs Phase 2","NP3793ZP",,275
57277,"Nestle U K Ltd","Dalston Factory","EP3093ZB",,277
57282,"E Trotter","Thackwood Landfill Site","EP3593ZF",,282
57283,"Cumbria County Council","Galemire Quarry","EP3893ZW",,283
57291,"A J Cragg","Docker Fell","VP3393ZP",,291
57292,"3 C Waste Ltd","Kendal Fell Quarry Phase 1b","VP3093ZA",,292
57297,"Seymour Plant Hire Ltd","Durranhill","DP3195SQ",,297
57301,"Sellafield Ltd","North Tip Extension","VP3693ZX",,301
57306,"Solway Aggregates Limited (t/a Thomas Armstrong (aggregates) Ltd)","Derwent Howe","WP3093ZR",,306
60001,"Brooksbank Industries Limited","Embsay Landfill Site","QP3693ZB",,"NYCC 018"
60008,"Yorwaste Ltd","Skibeden Quarry Landfill Site","PP3990ZP",,"NYCC/R078B(2)"
60021,"Son Ltd","Mcmullen Road","BP3590ZS",,"DUR 049"
60022,"Stonegrave Aggregates Ltd","Aycliffe Quarry East","BP3890ZK",,"DUR 055"
60023,"Stonegrave Aggregates Ltd","Aycliffe Church Quarry","BP3490ZP",,"DUR 068"
60045,"Yorkshire Agricultural Society","Great Yorkshire Show Ground","BP3190ZA",,"NYCC 077"
60053,"Smith                    M","High Rails Farm","SP3990ZL",,"NYCC 267"
60054,"P Houseman","Sandygate Farm","SP3590ZR",,"NYCC 270"
60067,"Tees Insulation ( International ) Ltd","Brierton Quarry Landfill","KP3091EX",,"CLE 040"
60074,"Hall Construction Services Ltd","Hall Construction Services Ltd","LP3590ZC",,"CLE 197"
60090,"N Y C C","Langbaurgh Ridge Quarry","MP3690ZE",,"CLE 004"
60091,"Polymers Ltd","Cowpen Bewley Landfill","MP3190ZU",,"CLE 017"
60092,"Polymers Ltd","Bran Sands","MP3790ZW",,"CLE 024"
60093,"The Land Restoration Trust","Clarence Works","EB3103MB",,"CLE 044"
60094,"Polymers Ltd","Wilton, Perimeter Mounds","UP3090ZF",,"CLE 066"
60097,"Elementis Chromium","Coatham Stob Quarry","UP3890ZL",,"CLE 145"
60098,"Biffa Waste Services Ltd","Thornton Fields Farm","UP3490ZR",,"CLE 161"
60105,"British Steel Limited","B S Skinningrove Works","DB3103LQ",,"CLE 208"
60106,"Elementis Chromium","Coatham Stob Farm","XP3090ZN",,"CLE 211"
60109,"Industrial Chemicals Limited","Port Clarence Works","EB3203KB",,"CLE 225"
60118,"Industrial Chemicals Limited","Bitmac Landfill","EB3203LS",,"CLE 264"
60120,"Greenfield Excavations Ltd","Teesside Golf Club / A66 Thornaby","GP3990ZE",,"CLE 273"
60132,"Suez Recycling And Recovery Tees Valley Ltd","Carlin Howe Farm","KP3590ZF",,"CLE 402"
60138,"Tata Steel Uk Limited","Warrenby Landfill","KP3790ZE",,"CLE 031"
60141,"Industrial ( British Steel Plc )","B S Redcar Works","TP3390ZV",,"CLE 124"
60142,"Langbaurgh Borough Council","Former B S Site South Bank","TP3090ZH",,"CLE 178"
60149,"Mone Bros Excavations Ltd","Farnham Quarry","TP3190ZC",,"NYCC 402"
60155,"Sylatech Limited","Ings Lane","CB3005CE",,"NYCC 044"
60157,"Clark                    Eric Anton","Golden Hill Quarry","HP3590ZK",,"NYCC 199"
60158,"Sons Ltd","Knapton Gravel Quarry","HP3890ZN",,"NYCC 223"
60161,"Strickland               R W","West Lodge","HP3290ZS",,"NYCC 289"
60170,"Yorwaste Ltd","Caulklands Quarry Landfill Site","FP3090ZD",,"NYCC R 042B"
60172,"Hills                    R","Woodacre Lane","FP3990ZN",,"WY 600"
60176,"Son","Flixton Quarry","FP3490ZM",,"NYCC 400"
60179,"Yorwaste Ltd","Seamer Carr Landfill Site","FP3190ZJ",,"NYCC R 004B"
60180,"Yorwaste Ltd","Mickleby Landfill Site","FP3790ZH",,"NYCC R 024B"
60181,"Parkinson                M","Highland Quarry","CP3390ZQ",,"DUR 145"
60182,"M Thompson Ltd","Bishop Middleham Quarry 2","CP3090ZW",,"DUR 167"
60189,"Westerton Reclamation","John O' Tooles Quarry, Westerton","CP3490ZB",,"DUR 288"
60195,"Powergen Plc","Lodge Quarry Landfill","CP3690ZU",,"NYCC 038"
60196,"Dick Pulleyne Plant Hire","Hull Road Landfill","CP3190ZR",,"NYCC 039"
60198,"Eggborough Power Ltd","Eggborough Power Ltd","ZP3390ZJ",,"NYCC 041"
60201,"Scottish Courage Brewing Ltd","Stutton Road","ZP3590ZS",,"NYCC 046(1)"
60203,"Plasmor Ltd","Green Lane Landfill Site","ZP3490ZP",,"NYCC 129"
60204,"Darrington Quarries Ltd","Darrington Northside Landfill","ZP3290ZD",,"NYCC 148"
60205,"Tarmac Environmental Services Ltd","Hazel Grove Quarry","ZP3690ZM",,"NYCC 161"
60206,"Haulage ( York ) Limited","Drome Farm","DB3508LW",,"NYCC 168A (1)"
60211,"Darrington Quarries Ltd","Barnsdale Bar Quarry","NP3590ZN",,"NYCC 220"
60212,"Darrington Quarries Ltd","Darrington Long Lane Quarry","NP3890ZD",,"NYCC 221"
60213,"Darrington Quarries Ltd","Darrington Bentonite Quarry","NP3490ZC",,"NYCC 225"
60215,"Biffa Waste Services Ltd","Escrick Brickworks, Escrick","NP3290ZK",,"NYCC 250(1)"
60222,"Elementis U K Ltd","Coatham Stob Brickworks","EP3090ZR",,"CLE 037"
60223,"Marshalls Mono Ltd","Station Road Landfill","EP3990ZZ",,"CLE 049"
60224,"Marshalls Mono Ltd","Durham Lane","EP3590ZU",,"CLE 120"
60226,"The Land Restoration Trust","T D C Landfill At Port Clarence","EB3107KG",,"CLE 230"
60229,"Hartlepool Borough Council","Claxton Landfill","EP3690ZG",,"CLE 270"
60231,"Stockton On Tees Borough Council","Stillington Tip","EP3190ZY",,"CLE 281"
60236,"Stockton On Tees Borough Council","Newport Landfill","VP3590ZJ",,"CLE 407"
60238,"Lord Barnard","North Wood Tip","VP3890ZM",,"DUR 002"
60246,"Northumbrian Water Ltd","Lartington Water Treatment Sludge Disposal Area","VP3190ZN",,"DUR 285"
60557,"Hepworth Building Products ( Holdings ) Ltd","Hepworth Building Products (holdings) Limited","AP3290ZR",,"WD20 B115"
60559,"Naylor Drainage Ltd","Banks Wood Open Pit Clay Site","AP3190ZW",,"WD20 B351"
60560,"E J Lidster Construction Ltd","E J Lidster Construction Limited","AP3790ZU",,"WD20 B427"
60588,"B D R Waste Disposal Ltd","Stairfoot Landfill","YP3990ZT",,"WD20 B772"
60592,"J G Pears Ltd","Bradshaw Quarry","YP3490ZQ",,"WD20 B813"
60593,"Armstrong                Mr R","R. Armstrong","YP3290ZR",,"WD20 B815"
60604,"B D R Waste Disposal Ltd","Parkhill Landfill Site","JP3490ZK",,"WD20 B958"
60616,"Parkinson - Spencer Refractories Ltd","Parkinson - Spencer Refractories Ltd","QP3990ZB",,166
60618,"Haworth Scouring Company","Haworth Scouring Company","QP3890ZQ",,178
60624,"Yorkshire Water Services Ltd","Gilstead Filtration Works","QP3790ZY",,332
60628,"Sons","Fields Rear Of Raikes Farm","PP3099ZP",,536
60629,"Autospares ( Bingley ) Ltd","Bingley Brickworks","PP3999ZA",,549
60632,"Hoare                    Mr David","Parkwood Off Road Centre","PP3499ZK",,689
60652,"Yorkshire Water Services Ltd","Thornton Moor Reservoir","SP3899ZR",,819
60655,"Clays Of Addingham","Streethouse Farm Development","SP3699ZE",,829
60659,"Mr N Crossley","Crossley Farm","LP3099ZD",,868
60664,"Mr P Drake","High Stream Head Farm","LP3299ZP",,906
60667,"Stevenson                Mrs J A","Bunkers Hill Farm","LP3799ZH",,920
60701,"F W Thompson","West Manywells Quarry","XP3699ZD",,1143
60719,"City Of Bradford Metropolitan District Council","Sugden End Landfill","KP3399ZB",,1600
60730,"Marshalls Mono Ltd","Grange House Quarry","TP3399ZH",,13
60733,"Marshalls Mono Ltd","Crownest Park Quarry","TP3999ZJ",,137
60734,"Sons Ltd","Hill Crest Quarry","TP3599ZN",,158
60737,"Tourberry Limited","Only House Quarry","TP3299ZK",,241
60738,"Cleanmet Ltd","Upper Pule Quarries","TP3699ZV",,250
60742,"Marshalls Mono Ltd","Cromwell Quarries","HP3099ZV",,478
60743,"B B A Aviation Plc","Swalesmoor Road Landfill","BP3194LC",,543
60744,"P Casey Enviro Ltd","Clockface Quarry Landfill Site","GP3293VL",,558
60745,"P Casey Enviro Ltd","Former Atlas Works ( South East Extension)","CP3490SA",,567
60748,"Sons Ltd","Ash Grove Pipe Works","HP3499ZP",,678
60750,"R ( Todmorden) Ltd","Hilltop Colliery Landfill Site","BP3097LV",,695
60755,"Power                    Lachlan Junior","Disused Quarry","FP3099ZN",,796
60764,"Hudson                   James","James Hudson","CP3399ZW",,1013
60769,"Environment Committee  Calderdale Met Borough Council","Land At Red Acre","CP3499ZR",,1059
