,name,preferred,type,cas,parameter_groups
2380,PCB 66,"2,3'4,4'-Tetrachlorobiphenyl",,,ECM
2381,PCB 67,"2,3',4,5-Tetrachlorobiphenyl",,,ECM
2382,PCB 68,"2,3',4,5'-Tetrachlorobiphenyl",,,ECM
2383,PCB 69,"2,3',4,6-Tetrachlorobiphenyl",,,ECM
2384,PCB 7,,Chemical,,ECM
2385,PCB 70,"2,3',4',5-Tetrachlorobiphenyl",,,ECM
2386,PCB 71,,Chemical,,ECM
2387,PCB 72,"2,3',5,5'-Tetrachlorobiphenyl",,,ECM
2388,PCB 73,"2,3',5',6-Tetrachlorobiphenyl",,,ECM
2389,PCB 74,"2,4,4',5-Tetrachlorobiphenyl",,,ECM
2390,PCB 75,"2,4,4',6-Tetrachlorobiphenyl",,,ECM
2391,PCB 76,"2,3',4',5'-Tetrachlorobiphenyl",,,ECM
2392,PCB 77,"3,3',4,4'-Tetrachlorobiphenyl",,,ECM
2393,PCB 78,"3,3',4,5-Tetrachlorobiphenyl",,,ECM
2394,PCB 79,"3,3',4,5'-Tetrachlorobiphenyl",,,ECM
2395,PCB 8,"2,4'-Dichlorobiphenyl",,,ECM
2396,PCB 80,"3,3'5,5'-Tetrachlorobiphenyl",,,ECM
2397,PCB 81,"3,4,4',5-Tetrachlorobiphenyl",,,ECM
2398,PCB 82,"2,2',3,3',4-Pentachlorobiphenyl",,,ECM
2399,PCB 83,"2,2',3,3',5-Pentachlorobiphenyl",,,ECM
2400,PCB 84,"2,2',3,3',6-Pentachlorobiphenyl",,,ECM
2401,PCB 85,"2,2',3,4,4'-Pentachlorobiphenyl",,,ECM
2402,PCB 86,"2,2',3,4,5-Pentachlorobiphenyl",,,ECM
2403,PCB 87,"2,2',3,4,5'-Pentachlorobiphenyl",,,ECM
2404,PCB 88,"2,2',3,4,6-Pentachlorobiphenyl",,,ECM
2405,PCB 89,"2,2',3,4,6'-Pentachlorobiphenyl",,,ECM
2406,PCB 9,,Chemical,,ECM
2407,PCB 90,"2,2',3,4',5-Pentachlorobiphenyl",,,ECM
2408,PCB 91,"2,2',3,4',6-Pentachlorobiphenyl",,,ECM
2409,PCB 92,"2,2',3,5,5'-Pentachlorobiphenyl",,,ECM
2410,PCB 93,"2,2',3,5,6-Pentachlorobiphenyl",,,ECM
2411,PCB 94,"2,2'3,5,6'-Pentachlorobiphenyl",,,ECM
2412,PCB 95,"2,2',3,5',6-Pentachlorobiphenyl",,,ECM
2413,PCB 96,"2,2'3,6,6'-Pentachlorobiphenyl",,,ECM
2414,PCB 97,"2,2',3,4',5'-Pentachlorobiphenyl",,,ECM
2415,PCB 98,,Chemical,,ECM
2416,PCB 99,"2,2',4,4',5-Pentachlorobiphenyl",,,ECM
2417,PCB Sum of identified,PCBs (polychlorinated biphenyls),,,ECM
2419,PCB total (vs Aroclor 1254),PCBs (polychlorinated biphenyls),,,ECM
2418,PCB Total of 7 Congener,PCBs (polychlorinated biphenyls),,,ECM
3374,PCB-EC7 (total),,Chemical,,ECM
2420,PCB101,PCB 101,,,ECM
2421,PCB118,"2,3',4,4',5-Pentachlorobiphenyl",,,ECM
2422,PCB118 & PCB123,PCB 118 & PCB 123,,,ECM
2423,PCB123,PCB 123,,,ECM
2424,PCB138,PCB 138,,,ECM
2425,PCB153,PCB 153,,,ECM
2426,PCB180,"2,2',3,4',5,5',6-Heptachlorobiphenyl",,,ECM
2427,PCB28,PCB 28,,,ECM
2428,PCB28 & PCB31,PCB 28 & PCB 31,,,ECM
2429,PCB52,PCB 52,,,ECM
2430,PCBs (polychlorinated biphenyls),,Chemical Group,,ECM
2431,PCE,Tetrachloroethene,,,ECM
2455,Peat,,Biological Parameter,,ECM
2456,Pendimethalin,,Chemical,,ECM
3343,penta-BDPE (Pentabromodiphenyl ether),,Chemical,32534-81-9,ECM
2457,Pentaborane,,Chemical,,ECM
2458,Pentacarbonyliron (as Fe),,Chemical,,ECM
2459,Pentachlorobenzene,,Chemical,608-93-5,ECM
2460,Pentachlorobiphenyl,,Chemical,,ECM
2461,Pentachloroethane,,Chemical,,ECM
2462,Pentachloronaphthalene,,Chemical,1321-64-8,ECM
2463,Pentachloronitrobenzene,Quintozene (PCNB),,,ECM
2464,Pentachlorophenol,,Chemical,87-86-5,ECM
2465,Pentachlorophenol (PCP),Pentachlorophenol,,,ECM
2466,Pentacosane,,Chemical,,ECM
2467,Pentadecane,,Chemical,,ECM
2468,"Pentadecane, 2,6,10,14-tetramethyl-",,Chemical,1921-70-6,ECM
2469,"Pentadecane,7-Methyl",,Chemical,6165-40-8,ECM
2470,Pentaerythritol,,Chemical,,ECM
2471,Pentaerythritol tetranitrate,,Chemical,,ECM
2472,Pentan-2-one,,Chemical,,ECM
2473,Pentan-3-one,,Chemical,,ECM
2474,Pentane,n-Pentane,,,ECM
2475,Pentanes,,Chemical Group,,ECM
2476,Pentanoic acid,Valeric acid,,,ECM
2477,Pentyl acetates (all isomers),,Chemical Group,,ECM
2478,Perchloroethylene,Tetrachloroethene,,,ECM
2479,Perfluoro octanyl sulphate (PFOS),,Chemical,1763-23-1,ECM
2480,Perfluorocarbons,,Chemical Group,,ECM
2481,Perfluorocarbons (PFCs),,Chemical Group,,ECM
2482,Perfluorooctane sulphonate,,Chemical,,ECM
2483,Perfluorooctane sulphonic acid and its derivatives (PFOS),Perfluoro octanyl sulphate (PFOS),,,ECM
2484,Permanganate value,,Physical parameter,,ECM
2485,Permethrin,,Chemical,52645-53-1,ECM
2486,Permethrin (cis),,Chemical,,ECM
2487,Permethrin (trans),,Chemical,,ECM
2488,Perylene-d12,,Chemical,1520-96-3,ECM
3611,Pesticides - Total,"Pesticides, total",Chemical group,,ECM
2489,"Pesticides (other than aldrin, dieldrin, heptachlor, heptachlor epoxide)",,Chemical Group,,ECM
2490,"Pesticides, total",,Chemical Group,,ECM
2491,"Petrol range organics, total",,Chemical Group,,ECM
2492,Petroleum hydrocarbons,TPH,,,ECM
3410,Petroleum organics,,Chemical group,,ECM
2432,PFOS,Perfluoro octanyl sulphate (PFOS),,,ECM
3341,pH,,Physical parameter,,ECM
3342,pH (Field),,Physical parameter,,ECM
3344,ph Value,pH,,,ECM
2493,Phenanthrene,,Chemical,,ECM
2494,Phenanthrene-d10,,Chemical,,ECM
2495,Phenol,,Chemical,,ECM
2496,Phenol Index,,Physical parameter,,ECM
2497,Phenol Index as C6H5OH,Phenol Index,,,ECM
2498,Phenol low level STLTC1,Phenol,,,ECM
2513,Phenol-D6,,Chemical,,ECM
2500,"Phenol, 2-(1-methylethyl)",2-Isopropylphenol,,,ECM
2501,"Phenol, 2-methyl-5-(1-methylethyl)-",,Chemical,499-75-2,ECM
2499,"Phenol, 2,4,6-trimethyl-","2,4,6-Trimethylphenol",,,ECM
2502,"Phenol, 3-ethyl [SVOCSW]",,Chemical,620-17-7,ECM
2503,"Phenol, 3-ethyl-5-methyl-",,Chemical,698-71-5,ECM
2504,"Phenol, 3-propyl- [SVOCSW]",,Chemical,621-27-2,ECM
2507,"Phenol, 4-(1-methylpropyl)-",,Chemical,99-71-8,ECM
2506,"Phenol, 4-(1,1-dimethylethyl)",,Chemical,,ECM
2508,"Phenol, 4-methyl",4-Methylphenol,,,ECM
2505,"Phenol, 4,4'-[1-methylethylidene]bis-",Bisphenol A,,,ECM
2509,"Phenol, m-tert-butyl",,Chemical,585-34-2,ECM
2510,"Phenol, p-tert-butyl- [SVOCSW]","Phenol, 4-(1,1-dimethylethyl)",,,ECM
2511,"Phenol,2(4-hydroxyphenyl)methyl",,Chemical,2467-03-0,ECM
2512,"Phenol,4-(1,1,3,3-tetramethylbutyl)",Octylphenols and octylphenol ethoxylates,,,ECM
2514,Phenolic compounds,,Chemical Group,,ECM
2515,Phenols,,Chemical Group,,ECM
2517,Phenols - 8 speciated,,Chemical Group,,ECM
2519,Phenols - phenol and simple substituted - as C,,Chemical Group,,ECM
2518,Phenols - Substituted,,Chemical Group,,ECM
2520,Phenols - total as C,,Chemical Group,,ECM
2516,Phenols (Phenol Index),Phenol Index,,,ECM
2521,Phenols Monohydric,"Phenols, monohydric",,,ECM
2522,"Phenols, monohydric",,Chemical Group,,ECM
2523,"Phenols, non-para, total",,Chemical Group,,ECM
2524,Phenoxy acids,,Chemical group,,ECM
2525,Phenoxyacetic acid,,Chemical,,ECM
2526,Phenyl acetate,,Chemical,122-79-2,ECM
2527,Phenyl glycidyl ether,,Chemical,,ECM
2528,Phenylamine,,Chemical,,ECM
2529,Phenylhydrazine,,Chemical,,ECM
2530,Phorate,Phosalone,,,ECM
2531,Phosalone,,Chemical,,ECM
2532,Phosfamidon,Phosphate,,,ECM
2533,Phosgene,,Chemical,,ECM
2534,Phosphamidon,,Chemical,,ECM
2535,Phosphate,,Chemical,,ECM
2536,Phosphate PO4,Phosphate,,,ECM
2537,"Phosphate, as P",Phosphate,,,ECM
3612,Phosphates,Phosphate,Chemical group,,ECM
2538,Phosphine,,Chemical,,ECM
2539,Phosphorus,,Chemical,,ECM
2541,Phosphorus - as total P,Phosphorus,,,ECM
2540,Phosphorus - Available,Phosphorus,,,ECM
2542,Phosphorus 32,Phosphorus-32,,,ECM
2543,Phosphorus 33,Phosphorus-33,,,ECM
2544,Phosphorus as P,Phosphorus,,,ECM
2545,Phosphorus oxychloride,,Chemical,10025-87-3,ECM
2546,Phosphorus pentachloride,,Chemical,10026-13-8,ECM
2547,Phosphorus pentoxide,,Chemical,,ECM
2548,Phosphorus perchloride,Phosphorus pentachloride,,,ECM
2549,Phosphorus trichloride,,Chemical,,ECM
2552,Phosphorus-32,,Chemical,,ECM
2553,Phosphorus-33,,Chemical,,ECM
2551,"Phosphorus, soluble reactive",Phosphorus,,,ECM
2550,"Phosphorus, Total Inorganic",Phosphorus,,,ECM
2554,Phosphoryl trichloride,Phosphorus oxychloride,,,ECM
2555,Phthalates,,Chemical,,ECM
2556,Phthalic Anhydride,,Chemical,,ECM
2557,Picloram,,Chemical,,ECM
2558,Picric acid,"2,4,6-Trinitrophenol",,,ECM
2559,Picrite,,Chemical,,ECM
2560,Pinene,,Chemical,,ECM
2561,Pinene Alpha,"Pinene, alpha",,,ECM
2562,"Pinene, alpha",,Chemical,,ECM
2563,Piperazine,,Chemical,,ECM
2564,Piperazine dihydrochloride,,Chemical,,ECM
2565,Piperidine,,Chemical,,ECM
2566,Pirimicarb,,Chemical,,ECM
2567,Pirimiphos-ethyl,,Chemical,23505-41-1,ECM
2568,Pirimiphos-methyl,,Chemical,29232-93-7,ECM
2569,Plaster of Paris,,Chemical,,ECM
2570,Plate Count,,Biological Parameter,,ECM
2571,Platinum,,Chemical,,ECM
2572,"Platinum compounds, soluble, (as Pt)",Platinum,,,ECM
2573,Platinum tetrachloride,,Chemical,,ECM
3613,Plumb Depth,Borehole Base Below Ref Point,Physical,,ECM
3614,Plumb to Base,Borehole Base Below Ref Point,Physical,,ECM
3615,Plumbed Base,Borehole Base Below Ref Point,Physical,,ECM
2574,Plutonium,,Chemical,,ECM
2575,Plutonium (Alpha),,Chemical,,ECM
2576,Plutonium 238,Plutonium-238,,,ECM
2577,Plutonium 239,Plutonium-239,,,ECM
2578,Plutonium 241,Plutonium-241,,,ECM
2579,Plutonium 242,Plutonium-242,,,ECM
2580,Plutonium Alpha,Plutonium (Alpha),,,ECM
2581,Plutonium-238,,Chemical,,ECM
2582,Plutonium-239,,Chemical,,ECM
2583,Plutonium-239+240,,Radioisotope group,,ECM
2584,Plutonium-241,,Chemical,,ECM
2585,Plutonium-242,,Chemical,,ECM
3608,PM10 in Air,Particulate matter - PM10,Physical,,ECM
2433,PO3 (as P),,Chemical,,ECM
3609,PO4,Phosphate,Chemical,,ECM
2434,PO4 (as P),Phosphate,,,ECM
2586,Poisonous substances,,Chemical Group,,ECM
2587,Polonium 210,Polonium-210,,,ECM
2588,Polonium-210,,Chemical,,ECM
3345,poly-cyclic aromatic hydrocarbons,PAHs (Polycyclic Aromatic Hydrocarbons),,,ECM
2589,Polyaromatic Hydrocarbons,PAHs (Polycyclic Aromatic Hydrocarbons),,,ECM
3377,Polychlorinated biphenyl individual congeners,,Chemical,,ECM
2590,Polychlorinated biphenyls (PCBs),PCBs (polychlorinated biphenyls),,,ECM
2591,Polychlorinated biphenyls (PCBs) - as WHO TEQ,,Chemical Group,,ECM
2592,Polychlorinated biphenyls (PCBs) - as WHO-TEQ,PCBs (polychlorinated biphenyls),,,ECM
2593,Polyvinyl chloride,,Chemical,9002-86-2,ECM
2594,Portland Cement,,Chemical,,ECM
2595,Potable water use,,Physical parameter,,ECM
3346,potable water used,Potable water use,,,ECM
2596,Potassium,,Chemical,,ECM
2597,Potassium 40,Potassium-40,,,ECM
2598,Potassium acetate,,Chemical,,ECM
3472,Potassium and its compounds expressed as Potassium (total K),,Chemical group,,ECM
2599,Potassium arsenite,,Chemical,,ECM
3616,Potassium as K,Potassium,Chemical,,ECM
2600,Potassium cyanide,,Chemical,,ECM
2601,Potassium hexafluorosilicate,,Chemical,,ECM
2602,Potassium hydroxide,,Chemical,,ECM
2603,Potassium metasulphite,,Chemical,,ECM
2604,Potassium oxide,,Chemical,,ECM
2605,Potassium sulphide,,Chemical,,ECM
2606,Potassium-40,,Chemical,,ECM
3405,"Potassium, Total as K",Potassium and its compounds expressed as Potassium (total K),Chemical group,,ECM
2607,Power Generated,,Physical parameter,,ECM
2608,Precipitation,,Physical parameter,,ECM
2609,Pressure,,Physical parameter,,ECM
2610,Presumptive Enterococci,Enterococci,,,ECM
2611,PresumptiveEnterococci,Enterococci,,,ECM
2612,Primary electricity use,,Physical parameter,,ECM
2613,Pristane/Phytane Ratio,,Chemical ratio,,ECM
2435,PRO C10-C12,TPH C10-C12,,,ECM
2436,PRO C4-C10,,Chemical Group,,ECM
2437,PRO C4-C13,,Chemical Group,,ECM
2438,PRO Surrogate,"Petrol range organics, total",,,ECM
2614,Prochloraz,,Chemical,,ECM
2615,Prometon,,Chemical,,ECM
2616,Prometryn,,Chemical,,ECM
2617,Prometryne,Prometryn,,,ECM
2618,Pronamide,Propyzamide,,,ECM
2619,Prop-2-yn-1-ol,,Chemical,107-19-7,ECM
2620,Propachlor,,Chemical,,ECM
2621,Propan-1-ol,,Chemical,,ECM
2622,Propan-2-ol,,Chemical,,ECM
2623,Propane,,Chemical,,ECM
2625,"Propane-1,2-diol",,Chemical,57-55-6,ECM
2624,"Propane, 2,2'-oxybis(2-chloro-",,Chemical,39638-32-9,ECM
2626,"Propanenitrile,2,2,azobis-(2-methyl)",,Chemical,78-67-1,ECM
2627,Propanil,,Chemical,,ECM
2628,Propanoic anhydride,,Chemical,123-62-6,ECM
2629,Propaquizafop,,Chemical,,ECM
2630,Propazine,,Chemical,,ECM
2631,Propetamphos,,Chemical,,ECM
2632,Propionaldehyde,,Chemical,123-38-6,ECM
2633,Propionate,,Chemical,,ECM
2634,Propionic acid,,Chemical,04/09/1979,ECM
2635,Propionitrile,,Chemical,107-12-0,ECM
2636,Propoxur,,Chemical,,ECM
2637,Propranolol,,Chemical,,ECM
2638,Propylbenzene,n-Propylbenzene,,,ECM
2639,Propylene,,Chemical,0115-07-01,ECM
2640,Propylene oxide,,Chemical,75-56-9,ECM
2641,Propyzamide,,Chemical,,ECM
2642,Protactinium 233,Protactinium-233,,,ECM
2643,Protactinium 234m,Protactinium-234m,,,ECM
2644,Protactinium-233,,Chemical,,ECM
2645,Protactinium-234m,,Chemical,,ECM
2646,Pseudomonas aeruginosa,,Biological Parameter,,ECM
2647,Pulse Count,,Physical parameter,,ECM
2648,Pulverised Fuel Ash,,Physical parameter,,ECM
2650,Pump count value,,Physical parameter,,ECM
2649,Pump Valve position On/Off,,Physical parameter,,ECM
2651,Purge Volume,Purged Water Volume,,,ECM
2652,Purged Water Volume,,Physical parameter,,ECM
2653,Pyrene,,Chemical,129-00-0,ECM
2654,Pyrethrum,,Chemical,,ECM
2655,Pyridine,,Chemical,,ECM
2656,"Pyridine, 4-(5-(2-methoxyphenyl)-(1,3,4)oxadiazol",,Chemical,,ECM
3387,Pyridinecarboxylic acid,Clopyralid,Chemical,,ECM
2657,Pyriproxyfen,,Chemical,,ECM
2658,Pyrocatechol,,Chemical,,ECM
2659,Pyrrolidine,,Chemical,123-75-1,ECM
2660,Pyruvate,,Chemical,,ECM
2661,Quantity Waste Incinerated,,Physical parameter,,ECM
2662,Quartx,,Chemical,,ECM
2663,Quinmerac,,Chemical,,ECM
2664,Quinoxyfen,,Chemical,124495-18-7,ECM
3617,Quintozene,Quintozene (PCNB),Chemical,,ECM
2665,Quintozene (PCNB),,Chemical,,ECM
2666,Radium 224,Radium-224,,,ECM
2667,Radium 226,Radium-226,,,ECM
2668,Radium-224,,Chemical,,ECM
2669,Radium-226,,Chemical,,ECM
2670,Radon,,Chemical,,ECM
2671,Radon 222,Radon-222,,,ECM
2672,Radon 226,Radon-226,,,ECM
2673,Radon-222,,Chemical,,ECM
2674,Radon-226,,Chemical,,ECM
2675,Rain,Rainfall,,,ECM
2676,Rainfall,,Physical parameter,,ECM
2677,Rapidly settleable solids,,Physical parameter,,ECM
2678,Recovered fuel oil,,Chemical,,ECM
2679,Redox Potential,,Physical parameter,,ECM
3618,Reference elevation,Borehole Reference Point AOD,Physical,,ECM
2680,Refractory Ceramic Fibres and Special Purpose Fibres,,Physical parameter,,ECM
2681,Relative Humidity,,Physical parameter,,ECM
2682,"Relative Humidity, Mean",Relative Humidity,,,ECM
2683,Relative Pressure,,Physical parameter,,ECM
2684,Residual Nitrogen,,Chemical,,ECM
2685,Residual Organic Carbon,,Physical parameter,,ECM
2686,Resmethrin,,Chemical,,ECM
2687,Resorcinol,,Chemical,,ECM
2688,Resorcinol diglycidyl ether,,Chemical,,ECM
2689,Response Zone,,Physical parameter,,ECM
2690,Retention Time,,Physical parameter,,ECM
2691,Rhodium (As Rh),,Chemical,,ECM
2692,Rhodium 106,Rhodium-106,,,ECM
2693,Rhodium chloride trihydrate,,Chemical,,ECM
2694,Rhodium-106,,Chemical,,ECM
2695,Ronnel,Fenchlorophos,,,ECM
2696,Rosin-Based Solder Flux Fume,,Chemical,,ECM
2697,Rotenone,,Chemical,,ECM
2698,Rouge,,Chemical,,ECM
2699,Rubber Fume,,Physical parameter,,ECM
2700,Rubber Process Dust,,Physical parameter,,ECM
2701,Ruthenium 103,Ruthenium-103,,,ECM
2702,Ruthenium 106,Ruthenium-106,,,ECM
2703,Ruthenium-103,,Chemical,,ECM
2704,Ruthenium-106,,Chemical,,ECM
2711,Safrole,,Chemical,,ECM
2712,Salinity,,Physical parameter,,ECM
2713,Salmonella,,Biological Parameter,,ECM
2714,Samarium 153,Samarium-153,,,ECM
2715,Samarium-153,,Chemical,,ECM
2716,Sample Matrix,,Physical parameter,,ECM
2717,Saturation Depth,,Physical parameter,,ECM
2718,Saxitoxin,,Chemical,,ECM
2719,"Sb, As, Pb, Cr, Co, Cu, Mn, Ni and V and their compounds (total)",,Chemical Group,,ECM
2720,Scandium 46,Scandium-46,,,ECM
2721,Scandium-46,,Chemical,,ECM
3347,sec-Butyl Acetate,,Chemical,105-46-4,ECM
3348,sec-Butylamine,,Chemical,13952-84-6,ECM
3349,sec-Butylbenzene,1-Methylpropylbenzene,,,ECM
2722,Secbumeton,,Chemical,,ECM
2723,Secondary Colour,,Physical parameter,,ECM
2724,Selenium,,Chemical,,ECM
2725,Selenium 75,Selenium-75,,,ECM
3619,Selenium by ICP-MS,Selenium,Chemical,,ECM
2726,Selenium low level by AA,Selenium,,,ECM
2727,Selenium trioxide,,Chemical,13768-86-0,ECM
2728,Selenium ultra low total as Se,Selenium,,,ECM
2730,Selenium-75,,Chemical,,ECM
2729,"Selenium, trace filtered as Se - remove",Selenium,,,ECM
2731,Settleable solids,,Physical parameter,,ECM
2732,Short chain (C10-13) chlorinated paraffins (SCCPs),,Chemical Group,,ECM
2733,Short chain (C10-C13) chlorinated paraffins (SCCPs),,Chemical Group,85535-84-8,ECM
2734,Silane,,Chemical,,ECM
2735,"Silanol, trimethyl",,Chemical,,ECM
2736,Silica - fused respirable dust,Silica as SiO2,,,ECM
2737,Silica as SiO2,,Chemical,,ECM
2738,"Silica, amorphous",Silica as SiO2,,,ECM
2739,"Silica, respirable crystalline",Silica as SiO2,,,ECM
2740,Silicon,,Chemical,,ECM
2741,Silicon (Organic Compounds of),,Chemical Group,,ECM
2742,Silicon Carbide (Not Whiskers),,Chemical,,ECM
2743,Silicon tetrachloride,,Chemical,,ECM
2744,Silver,,Chemical,,ECM
2745,Silver 108,Silver-108,,,ECM
2746,Silver 110,Silver-110,,,ECM
2747,"Silver compounds, soluble (as Ag)",Silver,,,ECM
2748,Silver-108,,Chemical,,ECM
2749,Silver-110,,Chemical,,ECM
2750,Silvex,Fenoprop,,,ECM
2751,Silvexx,,Chemical,,ECM
2752,Simazine,,Chemical,122-34-9,ECM
2753,Simetryn,,Chemical,,ECM
2754,Site Weather Conditions,,Physical parameter,,ECM
2755,Sludge incinerated (dry basis),,Physical parameter,,ECM
2705,SO2,,Chemical,,ECM
2706,SO4,Sulphate,,,ECM
2756,Sodium,,Chemical,,ECM
2757,"Sodium 2-(2,4-Dichlorophenoxy)ethyl sulphate",,Chemical,,ECM
2758,Sodium 22,Sodium-22,,,ECM
2760,Sodium acetate,,Chemical,,ECM
2761,Sodium aluminate,,Chemical,,ECM
2762,Sodium arsenate heptahydrate,,Chemical,,ECM
3620,Sodium as Na,Sodium,Chemical,,ECM
2763,Sodium azide,,Chemical,,ECM
2764,Sodium cyanide,,Chemical,,ECM
2765,Sodium formate,,Chemical,,ECM
2766,Sodium hexafluorosilicate,,Chemical,,ECM
2767,Sodium hydrogen sulphite,,Chemical,,ECM
2768,Sodium hydroxide,,Chemical,,ECM
2769,Sodium lauryl sulphate,,Chemical,,ECM
2770,Sodium methylate,,Chemical,,ECM
2759,"Sodium N,N-diethyldithiocarbamate",,Chemical,,ECM
2771,Sodium pentachlorophenol,,Chemical,,ECM
2772,Sodium propionate,,Chemical,,ECM
2773,Sodium tetraborate,Disodium tetraborate decahydrate,,,ECM
2774,Sodium-22,,Chemical,,ECM
2775,Softwood Dust,,Physical parameter,,ECM
2776,Soil Organic Matter,,Physical parameter,,ECM
2777,Solids,"Solids, dissolved total",,,ECM
3621,Solids (Suspended at pH7),Suspended Solids,Physical,,ECM
2778,"Solids, Ashed STL008",,Physical parameter,,ECM
2779,"Solids, dissolved total",,Physical parameter,,ECM
2780,Solvent Extractable Matter,,Biological Parameter,,ECM
2781,Solvents Aromatic total,"Solvents aromatic, total",,,ECM
2782,"Solvents aromatic, total",,Chemical Group,,ECM
2783,"Solvents, aromatic - total","Solvents aromatic, total",,,ECM
2707,SOX,,Chemical Group,,ECM
2784,Specific conductivity,,Physical parameter,,ECM
2785,Stack gas pressure,,Physical parameter,,ECM
2786,Stack gas temperature,,Physical parameter,,ECM
2787,Starch,,Chemical,,ECM
2788,Stirofos,,Chemical,,ECM
2789,Stone Content,,Physical parameter,,ECM
2790,Strength,,Physical parameter,,ECM
2791,Strontium,,Chemical,,ECM
2792,Strontium 89,Strontium-89,,,ECM
2793,Strontium 90,Strontium-90,,,ECM
2794,Strontium-89,,Chemical,,ECM
2795,Strontium-90,,Chemical,,ECM
2796,Styrene,,Chemical,100-42-5,ECM
2797,Styrene VOC,Styrene,,,ECM
2800,Substances affecting the taste of the shellfish,,Physical parameter,,ECM
2798,Substances Extractable with Chloroform,,Chemical Group,,ECM
2799,"Substances Possessing Carcinogenic, Mutagenic or Teratogenic Properties in or via the Aquatic Environment",,Chemical Group,,ECM
2801,Subtilisins,,Biological Parameter,,ECM
2802,Sucrose,,Chemical,,ECM
2803,Sulcofuron,,Chemical,,ECM
2804,Sulfotep,,Chemical,,ECM
2805,Sulphanilic acid,,Chemical,,ECM
2806,Sulphate,,Chemical,,ECM
2807,Sulphate (Acid Soluble),Sulphate,,,ECM
2808,Sulphate as SO4,Sulphate,,,ECM
2809,"Sulphate, total as SO4 by I.C. STLCAA",Sulphate,,,ECM
3390,Sulphates,,Chemical group,,ECM
3622,Sulphates (SO4),Sulphate,Chemical,,ECM
2810,Sulphide,,Chemical,,ECM
2811,Sulphide - free as S,Sulphide,,,ECM
3623,Sulphide as S,Sulphide,Chemical,,ECM
2812,"Sulphide, acid soluble",Sulphide,,,ECM
2813,Sulphite,,Chemical,,ECM
2814,Sulphite-reducing Clostridia,,Biological Parameter,,ECM
3624,Sulphites (SO3),Sulphite,Chemical,,ECM
2815,Sulphur,,Chemical,,ECM
2816,Sulphur (Precipitated),Sulphur,,,ECM
2817,Sulphur 35,Sulphur-35,,,ECM
3670,sulphur as SO4,Sulphur,Chemical,,ECM
2820,Sulphur chloride,,Chemical,10545-99-0,ECM
2821,Sulphur dioxide,,Chemical,,ECM
2818,Sulphur Dioxide (SO2),Sulphur dioxide,,,ECM
2819,Sulphur Hexafluoride,,Chemical,,ECM
2822,Sulphur oxides (SO2 and SO3) as SO2,,Chemical Group,,ECM
2823,Sulphur-35,,Chemical,,ECM
2824,Sulphuryl fluoride,,Chemical,2699-79-8,ECM
2825,Sum of BTEX,BTEX - sum of detected,,,ECM
3625,Sum of detected Xylenes,Xylene,Chemical,,ECM
2826,Sum of m&p and o Xylene,Xylene,,,ECM
2827,Supplementary fuel oil,,Chemical,,ECM
2828,Surface-Active Substances Reacting with Methylene Blue (Lauryl Sulphate),,Physical parameter,,ECM
2829,Suspended Sediment,Suspended Solids,,,ECM
2830,Suspended Solids,,Physical parameter,,ECM
2708,SVOC,,Chemical Group,,ECM
2709,SVOC TICS,SVOC,,,ECM
2710,SVOCs,SVOC,,,ECM
2919,Talc,,Chemical,,ECM
2920,"Talc, Respirable Dust",Talc,,,ECM
2831,TAME,tert-Amyl methyl ether,,,ECM
2921,Tantalum,,Chemical,,ECM
2922,Tantalum 182,Tantalum-182,,,ECM
2923,Tantalum-182,,Chemical,,ECM
2924,Taraxerone,,Chemical,,ECM
2925,Tarry Residues and Floating Materials,,Physical parameter,,ECM
2926,Tartaric Acid,,Chemical,,ECM
2927,Taste,,Physical parameter,,ECM
2832,TATB,,Chemical,,ECM
2833,TCMTB,,Chemical,,ECM
2834,"TDE (O,P)","DDD (O,P)",,,ECM
2835,"TDE (P,P)",Dichlorodiphenyldichloroethane,,,ECM
2836,TDS,"Solids, dissolved total",,,ECM
2837,TDS (ppt),"Solids, dissolved total",,,ECM
2928,Tebuconazole,,Chemical,,ECM
2929,Technetium 99,Technetium-99,,,ECM
2930,Technetium 99m,Technetium-99m,,,ECM
2931,Technetium-99,,Chemical,,ECM
2932,Technetium-99m,,Chemical,,ECM
2933,Tecnazene,,Chemical,,ECM
2934,Tedlar bag details,,Physical parameter,,ECM
2935,Tellurium,,Chemical,,ECM
2936,Telodrin,,Chemical,,ECM
2937,Temp,Temperature,,,ECM
2938,Temperature,,Physical parameter,,ECM
2939,Temperature air field,,Physical parameter,,ECM
3634,Temperature on site,Temperature,Physical,,ECM
2940,Temperature operational,,Physical parameter,,ECM
2941,Temperature water field,,Physical parameter,,ECM
2942,Temperature water lab,,Physical parameter,,ECM
2943,Terbufos,,Chemical,,ECM
2944,Terbuthylazine,,Chemical,5915 41 3,ECM
2945,Terbutryn,,Chemical,,ECM
2946,Terphenyl-d14,,Chemical,,ECM
2947,Terphenyls,,Chemical,,ECM
2948,Terpin hydrate,,Chemical,,ECM
2949,Terpin monohydrate,Terpin hydrate,,,ECM
2950,Terpineol,,Chemical,,ECM
3350,tert-Amyl methyl ether,,Chemical,,ECM
3351,tert-Butyl acetate,,Chemical,540-88-5,ECM
3352,tert-Butyl methyl ether,Methyl tertiary-butyl ether (MTBE),,,ECM
3353,tert-Butylamine,,Chemical,75-64-9,ECM
